Nome;cluster;pc1;pc2
Draining Inferniarch Slayer;2;-0.32313642;0.4027766
Eldritch Claymore;2;-0.38227907;0.31322876
Emerald Sword;2;-0.18608698;0.2534865
Epee;3;-0.29688463;-0.19397664
Falcon Longsword;2;-0.35995734;0.3377359
Fire Sword;3;-0.49707103;0.00856058
Giant Sword;3;-0.44862685;0.09897534
Gilded Eldritch Claymore;2;-0.36638492;0.31195927
Glooth Blade;2;-0.31589925;0.07565894
Gnome Sword;2;-0.28894082;0.32776138
Golden Magic Longsword;1;-0.024423284;0.04320898
Golden Warlord Sword;2;-0.2188501;0.29556522
Grand Sanguine Blade;2;-0.2727424;0.38617837
Grand Sanguine Razor;2;-0.20325801;0.3689451
Haunted Blade;3;-0.38333678;0.04447115
Havoc Blade;2;-0.25682393;0.25292915
Heavy Machete;2;-0.27166915;0.21891908
Ice Rapier;3;-0.33560857;-0.26049516
Impaler of the Igniter;5;-0.01898541;0.091239095
Incredible Mumpiz Slayer;5;-0.008349488;0.0025099053
Inferniarch Blade;2;-0.34801054;0.3477026
Inferniarch Slayer;2;-0.34647626;0.384932
Ink Sword;2;-0.08059471;0.17008963
Jagged Sword;2;-0.17751311;0.28181913
Katana;3;-0.35222405;0.038870674
Knife;3;-0.38320032;0.0746716
Lion Longsword;2;-0.34728175;0.36394113
Longsword;3;-0.3702508;-0.062902555
Machete;2;-0.24771495;0.23088144
Magic Longsword;2;-0.23974752;0.1947001
Magic Sword;2;-0.25239855;0.1246735
Mean Knight Sword;2;-0.16795403;0.3674978
Mercenary Sword;3;-0.45700482;0.04709209
Mystic Blade;2;-0.20034792;0.089342974
Naga Sword;2;-0.2590095;0.3829182
Nightmare Blade;3;-0.29972738;-0.103980824
Pharaoh Sword;2;-0.28492153;0.1606079
Poet's Fencing Quill;2;-0.16634776;0.09171177
Pointed Rabbitslayer;5;0.057472736;-0.022554275
Poison Dagger;3;-0.366561;-0.0660305
Rapier;3;-0.095879875;-0.018195523
Ratana;2;-0.15222695;0.21560477
Relic Sword;3;-0.43471408;-0.081328966
Rending Inferniarch Blade;2;-0.34242302;0.40008008
Rending Inferniarch Slayer;2;-0.33794555;0.42308626
Ritual Bone Knife;2;-0.08870623;0.10598204
Ron the Ripper's Sabre;5;0.04695766;0.29664683
Runed Sword;2;-0.30973992;0.1741889
Sabre;5;0.0286759;-0.06090105
Sanguine Blade;2;-0.3107078;0.42589617
Sanguine Razor;2;-0.24159683;0.39869156
Scimitar;3;-0.35889205;-0.08664825
Serpent Sword;3;-0.36521697;-0.11387081
Shimmer Sword;2;-0.08440953;0.22440459
Shiny Blade;2;-0.22688386;0.08125072
Short Sword;3;-0.36323658;-0.23540609
Silver Dagger;2;-0.17681599;0.131187
Siphoning Inferniarch Blade;2;-0.35380715;0.3650404
Siphoning Inferniarch Slayer;2;-0.36335057;0.39050475
Slayer of Destruction;2;-0.23837562;0.29152238
Soulcutter;2;-0.3692874;0.361249
Soulshredder;2;-0.3314071;0.3926399
Spike Sword;3;-0.29954493;-0.07381439
Summerblade;2;-0.20383552;0.22376303
Sword;3;-0.3050101;-0.15967838
Tagralt Blade;2;-0.2937414;0.39355564
Templar Scytheblade;3;-0.26283428;-0.061381716
Thaian Sword;2;-0.23530906;0.31583804
The Avenger;2;-0.1893688;0.32999715
The Calamity;2;-0.2299238;0.1766195
The Epiphany;5;0.00818984;-0.04975387
The Justice Seeker;0;-0.008969146;0.27480525
Twiceslicer;2;-0.17812105;0.3915975
Twin Hooks;3;-0.27065045;-0.05532189
Two Handed Sword;3;-0.3734542;0.0086239735
Umbral Blade;2;-0.16166937;0.44199413
Umbral Master Slayer;2;-0.34102958;0.4233243
Umbral Masterblade;2;-0.3054282;0.4529501
Umbral Slayer;2;-0.20540373;0.31386724
Warlord Sword;2;-0.34586835;0.3809354
Winterblade;2;-0.08150467;0.21081588
Wooden Sword;2;-0.10516375;0.24271229
Wyvern Fang;5;0.13141473;0.17309697
Zaoan Sword;3;-0.45779392;-0.03030073
Acid Resistant Fishing Rod;5;0.16352203;0.087180965
Adventurer's Stone;0;0.027186701;0.12888157
All Knowing Sausages;5;0.04805231;0.09699536
Amber Crusher;5;0.07589601;0.005868672
Artist's Brush;4;0.17903714;-0.10558565
Artist's Brush (With Ink);4;0.24333765;-0.10493079
Artist's Canvas;4;0.20040902;-0.08272858
Artist's Palette;4;0.24072413;-0.2169241
Bait;5;0.10637967;0.16602421
Bark Peeler;5;0.11417603;0.093182325
Blessed Wooden Stake;3;-0.24624082;-0.0901717
Botanist's Container;4;0.20560877;-0.20666197
Bricklayers' Kit;4;0.26903945;0.053127296
Broom;3;-0.14746457;-0.15533604
Brush;5;0.22317779;-0.0281199
Butterfly Conservation Kit;4;0.08800043;-0.3032255
Calibrated Indicator Gauge;5;0.36391857;0.17053282
Can of Grease;5;0.3412548;-0.005894568
Can of Oil;5;0.27520376;0.13235651
Chisel;5;0.24677442;0.058305662
Closed Silvered Trap;0;0.22982018;0.14676261
Closed Trap;3;-0.11606233;0.013639892
Copper Valve;5;0.22096835;0.24870403
Crowbar;3;-0.27272588;0.101518705
Crusher;5;0.12936397;0.10605032
Daedal Chisel;5;0.09259852;0.15297696
Death Knell;5;-0.027839564;0.10261747
Divining Rod;5;0.16793923;0.35713398
Dog Collar;5;0.06747263;0.010449299
Dream Nebuliser;5;0.0327081;-0.109310836
Dwarven Pickaxe;5;-0.08815483;0.056383587
Ectoplasm Container;5;0.39142665;0.0024263046
Egg Cracker;5;0.2685117;0.050909508
Elvenhair Rope;5;0.020903064;0.16983719
Filled Glooth Converter;1;0.422787;0.13106184
Fire Bug;4;0.3137171;-0.027605955
Fishing Rod;3;-0.22125642;-0.08477895
Flask of Rust Remover;5;0.06894914;0.07308976
Ghost Detector;5;0.004297536;-0.08077195
Glooth Converter;1;0.39152336;0.1615439
Glowing Gnomish Stonesmasher;1;0.19834904;-0.17496054
Gnome Pick;4;0.22507788;-0.053522903
Gnome Shovel;5;0.15978417;-0.009907591
Gnome Trignometre;5;0.31133306;-0.018243894
Gnomish Lava Fishing Rod;5;0.14951852;0.09071186
Gnomish Pesticides;5;0.08030435;-0.11894873
Gnomish Spore Gatherer;5;0.09059504;0.06751946
Gnomish Stonesmasher;5;0.11073471;0.012660064
Gnomish Supplies;5;0.24901952;0.06107726
Golem Disassembler;5;0.15872976;0.107418254
Griffinclaw Container;4;0.34763554;-0.0638096
Grodrik's Favourite Axe;5;-0.03075927;0.15454447
Guardcatcher;0;0.017007465;0.28026488
Hallowed Axe;5;0.11042135;0.23925322
Hammer;5;0.10099541;0.21014588
Hand Auger;5;0.28487185;0.17960505
Heated Worm Punisher;5;-0.0021143355;-0.16154289
Heavy Machete;3;-0.26400357;0.17817436
Heavy Stone Hammer;0;0.06684479;0.22518577
Highly Charged Lodestone;5;0.18901555;0.27925625
Hoe;5;0.3368128;0.23557767
Hyaena Trap;5;-0.046821013;-0.061951812
Ice Pick;5;0.29120502;0.11993161
Inkwell;3;-0.050557803;-0.09880792
Jagged Sickle;1;0.055826705;-0.10634424
Juice Squeezer;4;0.32996055;-0.120697305
Large Pliers;5;0.27278537;0.20093031
Light Shovel;1;0.0026324892;0.031717017
Lock Pick;5;0.18617578;0.17850657
Lodestone;5;0.2227349;0.22766499
Loupe;5;0.23064828;0.16409865
Luminescent Crystal Pickaxe;1;0.23612055;-0.15568559
Machete;2;-0.23522103;0.17702259
Magical Measurement Device;5;0.26064038;-0.024132952
Mechanical Fishing Rod;5;0.12575431;0.113433786
Mirror;1;0.37073115;-0.05771002
Mono Detector;5;0.23317969;0.13839951
Necrometer;5;0.3454208;0.24651416
Net (Ferramenta);5;0.1793444;0.13724059
Obsidian Knife;3;-0.25700647;-0.22382297
Partially Charged Lodestone;5;0.28449818;0.24128844
Pathfinder Kit;5;0.20952433;-0.035882328
Pick;3;-0.23698118;-0.15083134
Pick (Enchanted);0;-0.077200465;-0.02741606
Pitchfork;5;0.3340294;0.22038065
Purifier for Lost Souls;3;-0.16298941;-0.023949219
Rake;5;0.13579442;0.16448462
Ritual Scissors;5;-0.018713428;0.04802218
Rope;3;-0.3739552;-0.20656429
Saw;3;-0.160725;0.0466383
Scalpel;5;0.21467306;0.029648727
Schnitzel Meat Grinder;5;-0.04199647;0.044970326
Scythe;3;-0.2056233;-0.031504806
Shovel;3;-0.22331938;-0.18104732
Sickle;3;-0.24120036;-0.18358323
Small Axe;3;-0.346642;-0.07459216
Small Lamp;1;0.26062196;-0.03763007
Smoking Coal;5;0.14310111;0.07577678
Snake Destroyer;5;-0.08787099;0.06521068
Sneaky Stabber of Eliteness;5;-0.030607585;0.1559626
Soft Hammer;5;0.15429181;0.08597895
Spirit Container (Ratha);4;0.05871985;-0.18206632
Spirit Shovel;5;-0.02801922;-0.0050820126
Spying Eye;1;-0.01083722;0.024274142
Squeezing Gear of Girlpower;5;0.037052788;0.036488403
Strange Probing Device;5;0.22187236;0.061756734
Tarantula Trap;3;-0.08159839;-0.19247323
Teleportation Rod;5;0.21399583;0.2086162
Temporary Gold Converter;1;0.29128474;0.15574388
Thawing Ice Pick;5;0.26405331;0.038943876
The Ban Hammer;5;0.108216204;0.22643156
Thermometer;5;0.42622092;0.12522265
Tool for Analyzing Fluids;5;0.3355252;0.03710782
Traditional Stein;0;0.017544242;0.10992457
Training Axe;5;0.19099797;0.21877207
Training Bow;5;0.20158501;0.25075257
Training Club;5;0.25153035;0.23532967
Training Rod;5;0.18954429;0.21286021
Training Shield;5;0.19600955;0.2315428
Training Sword;2;0.016982004;0.27051792
Training Wand;5;0.20266363;0.14168562
Training Wraps;5;0.29726794;0.17904355
Trap;5;0.17889726;0.11959439
Treasure Map;3;-0.1599415;-0.012717756
Treasure Map (Falso);0;0.12014983;-0.046105005
Trunkhammer;5;0.172934;0.24192898
Tuning Fork;5;0.2685766;0.14124218
Universal Tool;5;0.19698237;0.17080194
Unremarkable Hammer;5;0.15483324;0.15353593
Very Noble-Looking Watch;5;0.052583687;0.013839055
Watch;5;0.31575793;0.07242633
Watering Can;4;0.33537123;0.031406812
Whacking Driller of Fate;5;-0.056317583;0.1563623
Wheel Oil;5;0.28244564;0.07583416
Witchesbroom;3;-0.21698499;-0.17641148
Wooden Hammer;5;0.0720673;0.0830822
Wooden Stake;5;0.16802767;0.23951986
Wooden Ties;0;0.21531565;0.17891322
Worm;3;-0.2699883;-0.45180526
Worm Punisher;3;-0.12007685;-0.16004823
Baking Tray;4;0.33495158;-0.14531119
Bowl;4;0.40533468;0.020128787
Bowl (Amarelo);4;0.42653343;0.030412309
Bowl (Cinza);4;0.3943424;0.08342492
Bowl (Verde);4;0.41140795;0.0040483847
Cleaver;3;-0.19533432;-0.0756704
Cup;4;0.4071001;0.061211437
Cup (Dwarven);4;0.2926596;0.030268777
Cup (Pirate);4;0.23550789;0.02921601
Empty Beer Mug;4;0.2662083;0.03630227
Fork;5;0.31756717;0.2626351
Jug;4;0.36568493;0.09140382
Kitchen Knife;5;0.20910697;0.17708972
Mug;4;0.3103015;-0.039861698
Oven Spatula;5;0.23461153;0.08593419
Pan;5;0.19047047;0.1463712
Plate;4;0.3569805;0.08734746
Rolling Pin;5;0.10633404;0.059816703
Spoon;5;0.22628815;0.048850425
Wooden Spoon;5;0.12969272;-0.08657793
Black Candle;1;0.31316403;-0.026677394
Black Jade Cobra;1;0.272985;0.0039420575
Black Skull (Item);1;0.015659073;-0.15490793
Burning Splint;1;0.21879704;-0.014102927
Burnt Out Devourer Core;1;0.270649;0.014872728
Candelabrum;1;0.40548638;-0.01673151
Candlestick;1;0.016952755;-0.17754006
Celestial Torch;1;0.11138276;0.10243006
Christmas Branch;1;0.28656402;-0.051176142
Crystal Lamp;1;0.29437003;-0.13531132
Devourer Core;1;0.18474005;-0.0215484
Dracoyle Statue;1;-0.010564669;-0.24779487
Enchanted Werewolf Amulet;1;-0.13297655;-0.18605615
Eye Of The Storm;1;0.23898448;-0.04212179
Fire Sword;3;-0.49154368;0.012674968
Frozen Starlight;1;0.28471458;-0.1322248
Ghostsilver Lantern;1;0.16125005;-0.15452608
Glass of Goo;1;0.39206403;-0.14050964
Glowing Mushroom;1;0.1716582;-0.17233981
Golden Bell;0;0.18180513;0.123342015
Golden Fafnar Trophy;1;0.2616279;0.18581535
Green Light;1;0.38048965;-0.0010481757
Hailstorm Rod;3;-0.43904316;-0.1807872
Ink Blade;5;0.09848781;0.15650585
Jade Zaoan Bishop;1;0.13710149;0.067763165
Jade Zaoan King;1;0.19038191;0.049820077
Jade Zaoan Knight;1;0.17349105;0.07368244
Jade Zaoan Pawn;1;0.21535142;0.050638065
Jade Zaoan Queen;1;0.21617265;0.022365617
Jade Zaoan Rook;1;0.1845794;0.085823104
Lamp;3;-0.23451541;-0.04610801
Lit Torch;1;0.18220435;0.021103447
Lit Torch (Quest);1;0.07097572;0.021072501
Magic Light Wand;3;-0.23826213;-0.29727268
Magical Torch;1;0.08481812;0.032737356
Mining Helmet;1;0.28785428;0.07751871
Moon Backpack;1;0.3612251;-0.05955557
Moon Mirror;1;0.40174347;-0.10095943
Necromancer Shield;1;0.30071282;0.1275211
Nightmare Beacon;1;0.18392983;-0.058408488
Nightmare Shield;1;0.10510994;-0.04977813
Obsidian Zaoan Bishop;1;0.03336847;0.08361412
Obsidian Zaoan King;1;0.055824794;0.061424732
Obsidian Zaoan Knight;1;0.03962977;0.089610934
Obsidian Zaoan Pawn;1;0.1003;0.06929635
Obsidian Zaoan Queen;1;0.14664838;-0.10407951
Obsidian Zaoan Rook;1;0.07258176;0.09184005
Pumpkinhead;1;0.16162011;-0.065635994
Rainbow Torch;1;0.29304183;-0.10753723
Rift Lamp;1;0.12522529;-0.0032786066
Shimmer Glower;1;0.28401637;-0.0952695
Silver Fafnar Trophy;1;0.27861926;0.25345808
Skull Candle;1;-0.042536713;-0.11602128
Skull Staff;3;-0.3620033;0.02296142
Snow Globe;1;0.33013117;-0.032101072
Soulforged Lantern;3;-0.19333908;-0.13322148
Splint;1;0.25108993;0.011741561
Starlight Vial;1;0.33971646;0.03495879
Stone of Insight;1;0.19150177;0.002575992
Strange Symbol;1;-0.07003276;-0.13149372
Sun Catcher;1;0.3679542;0.028131604
Sun Mirror;1;0.4746669;-0.0857549
Table Lamp;1;0.33318603;-0.051359452
Torch;3;-0.4235614;-0.23029299
Trapped Lightning;1;0.18890117;0.009921819
Ulcer Probe;5;0.18392909;0.03215478
Wailing Widow's Necklace;1;0.20168883;-0.053878076
Werewolf Amulet;3;-0.2787842;-0.016131854
Bone Fiddle;5;0.24576086;0.042439792
Bone Fiddle Without Strings;5;0.18241818;0.100122035
Bone Flute;5;0.26332563;0.12542169
Bongo Drum;5;0.17957632;0.07933097
Conch Shell Horn;5;0.15421847;0.13028571
Cornucopia;1;0.22733475;-0.04400857
Didgeridoo;3;-0.12163495;-0.030830245
Drum;5;0.22373882;0.13642402
Fanfare;5;0.18819414;0.075532034
Flute Made of a Single Bone;5;0.27791888;0.027850386
Harp;5;0.1193553;0.16040227
Horn of Sundering;1;0.1875247;0.09975079
Ivory Lyre;5;0.21437238;0.03971159
Lute;5;0.070689075;0.0804797
Lyre;5;-0.05119801;0.067725986
Music Box (Tibia Space);5;0.33977497;0.04193973
Ocarina;5;0.2394309;0.099266276
Panpipes;3;-0.041374046;-0.055784352
Party Trumpet;4;0.30384508;0.16110064
Piano;5;0.25310022;0.09913634
Post Horn;5;0.22994652;0.1756704
Royal Fanfare;0;0.16381754;0.051329006
Santa Music Box;4;0.26576313;-0.04801546
Scarab Ocarina;5;0.18291043;0.0902717
Simple Fanfare;5;0.19392043;0.036825873
Small Whistle;5;0.24352713;0.07956839
Swarmer Drum;5;0.13930406;0.1824935
Waldo's Post Horn;5;0.19831893;0.19268386
War Drum;5;0.0023208857;0.1603602
War Horn;0;-0.12975049;0.22906698
Wooden Flute;3;-0.10558701;-0.05088971
Wooden Whistle;5;-0.07435696;-0.0017854656
Amulet of Theurgy;3;-0.34999648;-0.029349988
Merudri Brooch;2;-0.08732452;0.18023
Pendulet;5;0.363407;0.2411648
Sleep Shawl;5;0.25792462;-0.02737685
Turtle Amulet;3;-0.1641913;0.004951433
Werewolf Amulet;3;-0.27449957;-0.0003992363
Albino Dragon Leather;3;-0.026551232;-0.26812506
Ankh;3;-0.3134819;-0.09017586
Ape Fur;3;-0.27409866;-0.180258
Banana Staff;5;0.24075544;0.14854915
Bat Wing;5;0.07241855;-0.08549475
Bear Paw;3;-0.14994322;-0.25780946
Behemoth Claw;5;0.011426941;0.08332841
Blue Piece of Cloth;3;-0.15859015;-0.36247864
Bonelord Eye;5;0.05365369;-0.084712654
Bottled Dragon Breath;5;0.024383245;-0.18977538
Brass Button;0;0.29793468;0.21693382
Broken Iks Cuirass;5;0.07597453;0.20295572
Broken Iks Faulds;5;0.021970928;0.16809838
Broken Iks Headpiece;5;0.002503511;0.14255352
Broken Iks Sandals;5;0.107997105;0.05135831
Brown Piece of Cloth;3;-0.23884346;-0.18228026
Brutus Bloodbeard's Hat;3;-0.12037945;0.09440229
Chicken Feather;5;0.008140717;-0.104477756
Colourful Feathers;4;0.024229562;-0.2721439
Cursed Wood;3;-0.19007006;0.015728401
Darklight Geode;1;0.053785432;-0.0036744908
Deadeye Devious' Eye Patch;5;0.009426598;-0.07945389
Decorative Plume;4;0.16941181;-0.07700693
Demon Claws;3;-0.33264747;-0.074404076
Demon Dust;3;-0.21359585;0.014964965
Demon Skull Addon;3;-0.30293506;-0.20893227
Demonic Essence;3;-0.4372193;-0.122221075
Dragon Claw;3;-0.22145393;-0.1716766
Dream Warden Claw;0;-0.014265355;0.075642936
Dream Warden Mask;3;-0.15910353;-0.09204071
Dubious Piece of Cloth;4;0.24026741;-0.09414804
Elemental Spikes;1;-0.008037475;0.024298007
Enchanted Chicken Wing;3;-0.28289062;-0.061422158
Epaulette;5;0.0922416;0.10489011
Eye Patch;3;-0.1013043;-0.06327714
Eye-Embroidered Veil;1;-0.023183666;-0.18292765
Ferumbras' Hat;5;-0.09601256;0.088658415
Final Judgement;0;-0.10287087;0.30397138
Firefighting Axe;1;-0.074159324;-0.016183123
Fish Fin;3;-0.28158784;-5.0182764e-05
Flask of Warrior's Sweat;3;-0.2627365;-0.07620799
Ghost Claw;3;-0.27949366;-0.16882466
Green Piece of Cloth;3;-0.24826817;-0.23886023
Hardened Bone;3;-0.26934472;-0.2642894
Heaven Blossom;3;-0.22881429;-0.18339445
Holy Orchid;3;-0.251501;-0.28032866
Honeycomb;3;-0.005400997;-0.393561
Hook;3;-0.10377274;0.059144598
Huge Chunk of Crude Iron;3;-0.306806;-0.043987878
Ice Shield;3;-0.21626657;-0.09044555
Iron Ore;3;-0.27642515;-0.17414832
Legion Helmet;0;0.08668998;0.31796417
Lizard Leather;3;-0.2280503;-0.24444212
Lizard Scale;3;-0.21745941;-0.20099868
Ludicrous Piece of Cloth;4;0.18375933;-0.08619781
Luminous Piece of Cloth;4;0.2554884;-0.1908089
Mage's Cap;5;0.13904354;0.05154153
Magic Sulphur;3;-0.41534123;-0.116351634
Mandrake;3;-0.290692;0.09825453
Minotaur Leather;3;-0.25128517;-0.09262909
Nose Ring;3;-0.110244974;0.034796514
Obujos' Shell;5;0.2097749;-0.04731388
Obvious Piece of Cloth;4;0.23096852;-0.093785256
Ominous Piece of Cloth;4;0.1860346;-0.13671835
Peg Leg;3;-0.14240848;0.05262303
Petrified Leaf;4;0.17681846;-0.068169765
Piece of Draconian Steel;3;-0.22743341;0.03221973
Piece of Hell Steel;3;-0.26336828;0.17884323
Piece of Royal Steel;3;-0.36625615;0.09299738
Plague Bell;3;-0.103923604;-0.09353135
Plague Mask;3;-0.094729595;-0.09558622
Pomegranate;3;-0.25266415;-0.087709926
Porcelain Mask;4;0.2056101;-0.19654115
Portable Flame;1;0.08549056;-0.08786393
Red Dragon Leather;3;-0.21391633;-0.20996028
Red Dragon Scale;3;-0.22132958;-0.17230876
Red Piece of Cloth;3;-0.3695777;-0.04455016
Ron the Ripper's Sabre;5;-0.0022802595;0.29945406
Rotrender Claw;5;0.12565951;0.18762222
Rotrender Scalp;5;0.14982235;0.040688403
Rotrender's Sceptre;5;0.19072555;0.22781698
Sand-Filled Horn;0;-0.14394563;0.13204192
Scallop Shell;5;0.11100321;-0.03332577
Shadow Cowl;3;-0.09941672;-0.0015048636
Shard;3;-0.35546234;-0.2709689
Slime Mould;5;0.054713022;-0.016375242
Sniper Gloves;2;-0.22777015;0.2394241
Soap;5;0.13628274;-0.09897832
Soul Stone;3;-0.38147774;-0.08346153
Spider Silk;3;-0.2100662;-0.3351781
Spirit Container (Fighting Spirit);3;-0.3183764;-0.031821486
Spooky Hood;3;-0.20809132;-0.14028962
Spool of Yarn;4;0.086646274;-0.098336294
Staff (Simon);5;0.25635454;0.20274298
Strange Inedible Fruit;4;0.0868902;-0.09047278
Sturdy Book;5;0.0034836244;0.12035138
Tagralt-Inlaid Scabbard;3;-0.13473098;-0.024430199
The Lethal Lissy's Shirt;5;0.07794906;0.018054264
Tribal Mask;3;-0.32601792;-0.1411787
Turtle Shell;3;-0.12767075;-0.21945122
Vampire Dust;3;-0.17563929;-0.13067923
Voluminous Piece of Cloth;4;0.28994113;-0.07239976
Voodoo Doll;3;-0.3523501;-0.27438325
White Piece of Cloth;3;-0.23110294;-0.16480674
Wolf Paw;3;-0.28725964;-0.05231233
Yellow Piece of Cloth;3;-0.10067196;-0.140269
Astral Shaper Rune;3;-0.29431498;-0.18475772
Bag of Apple Slices;3;-0.037802014;-0.25605762
Bamboo Leaves;3;-0.28901395;-0.14905262
Beer Tap;5;0.095082015;0.07453024
Candle Stump;3;-0.23405914;-0.04365962
Carrot on a Stick;3;-0.17060474;-0.23750281
Colourful Water Lily;3;0.030401858;-0.42509243
Control Unit;5;-0.09138465;0.027963875
Crackling Egg;3;-0.15406218;-0.20704451
Decorative Blue Sheet;4;0.096265644;-0.22574802
Decorative Green Sheet;4;0.038537834;-0.2470954
Decorative Red Sheet;4;0.04701702;-0.23495314
Decorative Ribbon;3;-0.11155512;-0.17921779
Demon in a Golden Box;3;-0.2641357;-0.22667235
Demon In A Green Box;3;-0.2672159;-0.23176041
Demon in a Red Box;3;-0.28784838;-0.24418072
Diapason;3;-0.21181387;-0.15823773
Eldritch Crystal;5;0.017676914;-0.13610435
Fiery Horseshoe;3;-0.21452048;-0.15786871
Fist on a Stick;3;-0.22702761;-0.14947528
Four-Leaf Clover;3;0.012195349;-0.21520478
Foxtail;3;-0.41652852;0.11406209
Giant Shrimp;3;-0.14692408;-0.15957259
Glow Wine;1;0.028061984;-0.12985237
Golden Can of Oil;0;0.13508733;0.0097205825
Golden Fir Cone;3;-0.1714172;-0.07187789
Golem Wrench;3;-0.18687353;-0.06027057
Harness;3;-0.19132277;-0.016964374
Hunting Horn;3;-0.19294949;0.08827115
Idol of Tukh;0;0.01053621;0.14435291
Inert Astral Shaper Rune;5;-0.047668044;-0.03549262
Iron Loadstone;5;-0.06438555;-0.005716759
Leather Whip;3;-0.20551099;-0.1186049
Leech;3;-0.18237028;-0.15852374
Library Ticket;3;-0.14151189;-0.14386193
Maxilla Maximus;3;-0.16031979;-0.14665854
Melting Horn;5;0.0007176653;-0.046269204
Menacing Egg;3;-0.30995554;-0.20534535
Music Box;3;0.022902373;-0.17886226
Mysterious Scroll;3;-0.22834788;-0.3277429
Nail Case;5;-0.01639658;-0.043818224
Nightmare Horn;3;-0.24317653;-0.18015803
Pegasus Feather;3;-0.23119909;-0.2795643
Percht Skull;3;-0.22309121;-0.21309093
Polished Idol of Tukh;3;-0.123847306;-0.122724235
Purple Tendril Lantern;3;-0.3017513;-0.24698178
Red Silk Flower;3;-0.0140501065;-0.3271726
Reins;3;-0.26083678;-0.20648587
Scorpion Sceptre;3;-0.3010738;-0.26672637
Slingshot;3;-0.19951665;-0.029369874
Slug Drug;3;-0.2795217;-0.027008168
Spectral Horse Tack;3;-0.32937923;-0.022383468
Spectral Horseshoe;3;-0.30298102;-0.10897256
Spectral Saddle;3;-0.34950012;-0.06870922
Spectral Scrap of Cloth;5;0.048794895;-0.29882917
Spiritual Horseshoe;3;-0.27393728;-0.19620398
Sugar Oat;3;-0.20006679;-0.15111755
Sweet Smelling Bait;3;-0.07733421;-0.08081946
The Lion's Heart;3;-0.114034206;0.037150394
The Regalia of Suon;0;-0.06760676;0.09208988
Tin Key;0;-0.0017928043;0.056644022
Toy Ball;3;0.0017268751;-0.33371693
Turquoise Tendril Lantern;3;-0.32076547;-0.23305795
Vibrant Egg;3;-0.0129552465;-0.31121787
Wind-Up Key;0;0.26621535;0.2513326
Wind-Up Loco;5;0.18543833;0.06791367
Abacus;5;0.17800365;0.19341984
Adamant Shield;0;-0.005337265;0.35046014
Armillary Sphere;5;0.26638252;0.004812974
Assassin Doll;1;0.20436153;-0.19434679
Aurora's Collection;1;0.12320807;-0.028211074
Aylie;5;0.25273058;0.059229422
Baby Munster;5;0.33419305;-0.04073394
Bag of Oriental Spices;4;0.34404492;-0.22757024
Banor Doll;5;0.19176315;-0.24287589
Bard Doll;5;0.069376156;-0.29518172
Beaver of Wisdom;5;0.066983156;0.02231132
Bella Bonecrusher's Doll;1;0.21551147;-0.31601393
Black Knight Doll;5;0.042801376;-0.26869425
Bonelord Tome;1;0.41691974;0.0472637
Bookworm Doll;5;0.051478885;-0.4778938
Cateroide's Doll;1;0.2785677;-0.1324613
Chaos Critical Dice;5;0.15257524;0.033171155
Citizen Doll;5;0.1959379;-0.3315315
Crunor's Heart;5;0.09825631;0.13292842
Dark Oracle;1;0.20568459;-0.0087172575
Dark Wizard's Crown;1;0.023056159;-0.08589212
Dragon Eye;3;-0.101124;-0.26078436
Dragon Goblet;3;-0.18163449;-0.22850493
Draken Doll;5;0.02774832;-0.18803388
Draptor Doll;5;0.14177966;-0.2895445
Dread Doll;1;0.22013035;-0.2597843
Duality Doll;5;0.085717134;-0.34719548
Durin The Almighty;1;0.3113204;0.050081022
Epaminondas Doll;5;0.1131326;-0.3043594
Evora;1;0.41010463;0.04893161
Ferumbras Doll;3;0.0004208143;-0.34870377
Friendship Amulet;0;-0.03223893;-0.053664465
Frozen Heart;5;0.33937377;0.013359298
Golden Falcon;5;0.20701933;0.027832046
Golden Newspaper;4;0.4062896;0.08693312
Goromaphone;5;0.25676006;0.012295888
Hand Puppets;5;0.051083524;-0.15827656
Heavily Bound Book;5;0.09698483;0.18264493
Imortus;1;0.13457344;0.02711134
Jade Amulet;0;-0.014476623;-0.030238343
Journal Shield;1;0.3063307;0.06887432
Key of Numerous Locks;0;0.15418774;0.24878655
Little Adventurer Doll;3;-0.01044379;-0.47532305
Loremaster Doll;5;0.17860654;-0.2548908
Love Elixir;5;0.115220904;-0.0057467744
Lucky Clover Amulet;0;0.06610673;-0.054370385
Luna (Tibia Goals);1;0.3347391;0.0216219
Magic Hat;5;-0.050000038;-0.07161153
Majestic Shield;0;0.212147;0.19307193
Mathmaster Shield;1;0.2565669;0.011032666
Medusa Skull;5;0.1478528;-0.106074296
Memory Box;5;0.3609824;-0.029253785
Midnight Panther Doll;5;0.045174304;-0.307856
Mini NabBot;5;0.3779202;0.048057016
Music Box (Tibia Space);5;0.33977497;0.04193973
Nightmare Doll;3;-0.05426293;-0.48771286
Noble Sword;2;-0.013320322;0.31915805
Norseman Doll;5;0.23881853;0.051746804
Old Radio;5;0.32959196;0.105402514
Omniscient Owl;3;-0.11199765;-0.11990302
Orc's Jaw Shredder;5;0.2462765;0.031460125
Phoenix Statue;1;0.25799608;-0.15593551
Pigeon Trophy;0;0.13473286;-0.024368836
Scroll of the Stolen Moment;5;0.16839004;-0.031413384
Shield of Destiny;1;0.26316595;0.05975628
Shield of Endless Search;0;0.039302092;0.14447252
