tabela_origem,url_origem,Nome,Unnamed: 3,Lvl,Voc,Volume,Bônus de Skill,Proteção,Peso,Dropa de,Arm,Cargas,Duração (min),Atributos,Bônus,Tipo de Dano,Dano Médio,Mana por Ataque,Slots,Tier,Localização,Agrupável,Notas,Mãos,Atq,Dano Elemental,Def,Mod. de Defesa,Peso (em oz),Regeneração (em segs),Agrup.,Alcance,Hit%,Elemental Bond,Spell Words,Prem,Lvl p/ fazer,Lvl p/ usar,Magic Level p/ usar,Mana p/ fazer,Soul Points,Efeito,texto_unificado,texto_normalizado,tokens,tokens_sem_stopwords,lemmas,stems
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Malice's Horn,,,,,,,1.50,Goshnar's Malice.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malice's Horn 1.50 Goshnar's Malice. Nenhum.,malice s horn 1 50 goshnar s malice nenhum,malice s horn 1 50 goshnar s malice nenhum,malice s horn 1 50 goshnar s malice,malice s horn 1 50 goshnar s malice,malic s horn 1 50 goshn s malic
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Malice's Spine,,,,,,,2.30,Goshnar's Malice.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malice's Spine 2.30 Goshnar's Malice. Nenhum.,malice s spine 2 30 goshnar s malice nenhum,malice s spine 2 30 goshnar s malice nenhum,malice s spine 2 30 goshnar s malice,malice s spine 2 30 goshnar s malice,malic s spin 2 30 goshn s malic
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Malofur's Lunchbox,,,,,,,0.70,Malofur Mangrinder.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malofur's Lunchbox 0.70 Malofur Mangrinder. Nenhum.,malofur s lunchbox 0 70 malofur mangrinder nenhum,malofur s lunchbox 0 70 malofur mangrinder nenhum,malofur s lunchbox 0 70 malofur mangrinder,malofur s lunchbox 0 70 malofur mangrinder,malofur s lunchbox 0 70 malofur mangrind
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Marksman Gem,,,,,,,0.50,Criaturas Demoníacas e Bosses.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marksman Gem 0.50 Criaturas Demoníacas e Bosses. Nenhum.,marksman gem 0 50 criaturas demoníacas e bosses nenhum,marksman gem 0 50 criaturas demoníacas e bosses nenhum,marksman gem 0 50 criaturas demoníacas bosses,marksman gem 0 50 criatura demoníaco bosse,marksman gem 0 50 criatur demoníac boss
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Maxxenius Head,,,,,,,2.10,Maxxenius.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxxenius Head 2.10 Maxxenius. Nenhum.,maxxenius head 2 10 maxxenius nenhum,maxxenius head 2 10 maxxenius nenhum,maxxenius head 2 10 maxxenius,maxxenius headr 2 10 maxxenius,maxxenius head 2 10 maxxenius
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Medal of Valiance,,,,,,,0.55,Count Vlarkorth.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medal of Valiance 0.55 Count Vlarkorth. Nenhum.,medal of valiance 0 55 count vlarkorth nenhum,medal of valiance 0 55 count vlarkorth nenhum,medal of valiance 0 55 count vlarkorth,medal of valiancer 0 55 count vlarkorth,medal of valianc 0 55 count vlarkorth
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Megalomania's Essence,,,,,,,1.10,Goshnar's Megalomania.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Megalomania's Essence 1.10 Goshnar's Megalomania. Nenhum.,megalomania s essence 1 10 goshnar s megalomania nenhum,megalomania s essence 1 10 goshnar s megalomania nenhum,megalomania s essence 1 10 goshnar s megalomania,megalomania s essence 1 10 goshnar s megalomania,megaloman s essenc 1 10 goshn s megaloman
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Megalomania's Skull,,,,,,,1.00,Goshnar's Megalomania.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Megalomania's Skull 1.00 Goshnar's Megalomania. Nenhum.,megalomania s skull 1 00 goshnar s megalomania nenhum,megalomania s skull 1 00 goshnar s megalomania nenhum,megalomania s skull 1 00 goshnar s megalomania,megalomania s skull 1 00 goshnar s megalomania,megaloman s skull 1 00 goshn s megaloman
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Mind Stone,,,,,,,2.50,"Arachnophobica, Burster Spectre, Demon Skeleton, Destroyer, Dipthrah, Golgordan, Hand of Cursed Fate, Latrivan, Lich, Mad Mage, Raging Mage, Reflection Of A Mage, Renegade Quara Constrictor, Renegade Quara Hydromancer, Renegade Quara Mantassin, Renegade Quara Predator, Ushuriel, Warlock.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mind Stone 2.50 Arachnophobica, Burster Spectre, Demon Skeleton, Destroyer, Dipthrah, Golgordan, Hand of Cursed Fate, Latrivan, Lich, Mad Mage, Raging Mage, Reflection Of A Mage, Renegade Quara Constrictor, Renegade Quara Hydromancer, Renegade Quara Mantassin, Renegade Quara Predator, Ushuriel, Warlock. Nenhum.",mind stone 2 50 arachnophobica burster spectre demon skeleton destroyer dipthrah golgordan hand of cursed fate latrivan lich mad mage raging mage reflection of a mage renegade quara constrictor renegade quara hydromancer renegade quara mantassin renegade quara predator ushuriel warlock nenhum,mind stone 2 50 arachnophobica burster spectre demon skeleton destroyer dipthrah golgordan hand of cursed fate latrivan lich mad mage raging mage reflection of a mage renegade quara constrictor renegade quara hydromancer renegade quara mantassin renegade quara predator ushuriel warlock nenhum,mind stone 2 50 arachnophobica burster spectre demon skeleton destroyer dipthrah golgordan hand of cursed fate latrivan lich mad mage raging mage reflection of mage renegade quara constrictor renegade quara hydromancer renegade quara mantassin renegade quara predator ushuriel warlock,mind stone 2 50 arachnophobicar burster spectre demon skeleton destroyer dipthrah golgordan hand of cursed fate latrivan lich mad mage raging mage reflection of mage renegade quar constrictor renegade quaro hydromancer renegade quar mantassin renegade quar predator ushuriel warlock,mind ston 2 50 arachnophob burst spectr demon skeleton destroy dipthrah golgordan hand of cursed fat latrivan lich mad mag raging mag reflection of mag renegad quar constrictor renegad quar hydromanc renegad quar mantassin renegad quar predator ushuriel warlock
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Minor Crystalline Token,,,,,,,2.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor Crystalline Token 2.50 Ninguém. Nenhum.,minor crystalline token 2 50 ninguém nenhum,minor crystalline token 2 50 ninguém nenhum,minor crystalline token 2 50,pequino crystalline token 2 50,minor crystallin token 2 50
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Moon Pin,,,,,,,2.80,White Weretiger,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon Pin 2.80 White Weretiger Nenhum.,moon pin 2 80 white weretiger nenhum,moon pin 2 80 white weretiger nenhum,moon pin 2 80 white weretiger,moon pin 2 80 white weretiger,moon pin 2 80 whit weretig
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Moonhunter Figurine,,,,,,,6.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonhunter Figurine 6.50 Ninguém. Nenhum.,moonhunter figurine 6 50 ninguém nenhum,moonhunter figurine 6 50 ninguém nenhum,moonhunter figurine 6 50,moonhunter figurine 6 50,moonhunt figurin 6 50
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Moonlight Crystals,,,,,,,4.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moonlight Crystals 4.00 Ninguém. Nenhum.,moonlight crystals 4 00 ninguém nenhum,moonlight crystals 4 00 ninguém nenhum,moonlight crystals 4 00,moonlight crystals 4 00,moonlight crystals 4 00
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Moonstone,,,,,,,0.35,"Blight Mariner, Brain Head, The Brainstealer, The Dread Maiden, The Fear Feaster, The Pale Worm, The Unwelcome, Unaz the Mean, Vok the Freakish.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moonstone 0.35 Blight Mariner, Brain Head, The Brainstealer, The Dread Maiden, The Fear Feaster, The Pale Worm, The Unwelcome, Unaz the Mean, Vok the Freakish. Nenhum.",moonstone 0 35 blight mariner brain head the brainstealer the dread maiden the fear feaster the pale worm the unwelcome unaz the mean vok the freakish nenhum,moonstone 0 35 blight mariner brain head the brainstealer the dread maiden the fear feaster the pale worm the unwelcome unaz the mean vok the freakish nenhum,moonstone 0 35 blight mariner brain head the brainstealer the dread maiden the fear feaster the pale worm the unwelcome unaz the mean vok the freakish,moonstone 0 35 blight mariner brain head the brainstealer the dread maiden the fear feaster the paler worm the unwelcome unaz the mean vok the freakish,moonston 0 35 blight marin brain head the brainsteal the dread maiden the fear feast the pal worm the unwelcom unaz the mean vok the freakish
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Morshabaal's Extract,,,,,,,31.50,Morshabaal.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morshabaal's Extract 31.50 Morshabaal. Nenhum.,morshabaal s extract 31 50 morshabaal nenhum,morshabaal s extract 31 50 morshabaal nenhum,morshabaal s extract 31 50 morshabaal,morshabaal s extract 31 50 morshabaal,morshabaal s extract 31 50 morshabaal
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Mossmasher Figurine,,,,,,,6.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mossmasher Figurine 6.50 Ninguém. Nenhum.,mossmasher figurine 6 50 ninguém nenhum,mossmasher figurine 6 50 ninguém nenhum,mossmasher figurine 6 50,mossmasher figurine 6 50,mossmash figurin 6 50
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Mucus Plug,,,,,,,85.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mucus Plug 85.00 Ninguém. Nenhum.,mucus plug 85 00 ninguém nenhum,mucus plug 85 00 ninguém nenhum,mucus plug 85 00,mucus plug 85 00,mucus plug 85 00
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Mysterious Remains,,,,,,,120.00,"Alptramun, Anomaly, Eradicator, Essence Of Malice, Izcandar the Banished, Malofur Mangrinder, Maxxenius, Outburst, Plagueroot, Ravenous Hunger, Realityquake, Rupture, The False God, The Nightmare Beast, The Scourge of Oblivion, The Souldespoiler, The Unarmored Voidborn, World Devourer.",,,,"Pode-se dar ""Use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mysterious Remains 120.00 Alptramun, Anomaly, Eradicator, Essence Of Malice, Izcandar the Banished, Malofur Mangrinder, Maxxenius, Outburst, Plagueroot, Ravenous Hunger, Realityquake, Rupture, The False God, The Nightmare Beast, The Scourge of Oblivion, The Souldespoiler, The Unarmored Voidborn, World Devourer. Pode-se dar ""Use"".",mysterious remains 120 00 alptramun anomaly eradicator essence of malice izcandar the banished malofur mangrinder maxxenius outburst plagueroot ravenous hunger realityquake rupture the false god the nightmare beast the scourge of oblivion the souldespoiler the unarmored voidborn world devourer pode-se dar use,mysterious remains 120 00 alptramun anomaly eradicator essence of malice izcandar the banished malofur mangrinder maxxenius outburst plagueroot ravenous hunger realityquake rupture the false god the nightmare beast the scourge of oblivion the souldespoiler the unarmored voidborn world devourer pode-se dar use,mysterious remains 120 00 alptramun anomaly eradicator essence of malice izcandar the banished malofur mangrinder maxxenius outburst plagueroot ravenous hunger realityquake rupture the false god the nightmare beast the scourge of oblivion the souldespoiler the unarmored voidborn world devourer pode-se use,mysterious remaim 120 00 alptramun anomaly eradicator essence of malice izcandar the banished malofur mangrinder maxxenius outburst plagueroot ravenous hunger realityquake rupture the false god the nightmare beast the scourge of oblivion the souldespoiler the unarmored voidborn world devourer poder se use,mysterious remains 120 00 alptramun anomaly eradicator essenc of malic izcand the banished malofur mangrind maxxenius outburst plagueroot ravenous hung realityquak ruptur the fals god the nightmar beast the scourg of oblivion the souldespoil the unarmored voidborn world devour pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Mystery Box,,,,,,,15.00,Ninguém,,,,"Pode-se dar ""use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mystery Box 15.00 Ninguém Pode-se dar ""use"".",mystery box 15 00 ninguém pode-se dar use,mystery box 15 00 ninguém pode-se dar use,mystery box 15 00 pode-se use,mystery box 15 00 poder se use,mystery box 15 00 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Mystic Gem,,,,,,,0.50,Criaturas Demoníacas e Bosses.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mystic Gem 0.50 Criaturas Demoníacas e Bosses. Nenhum.,mystic gem 0 50 criaturas demoníacas e bosses nenhum,mystic gem 0 50 criaturas demoníacas e bosses nenhum,mystic gem 0 50 criaturas demoníacas bosses,mystic gem 0 50 criatura demoníaco bosse,mystic gem 0 50 criatur demoníac boss
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Noble Amulet,,,,,,,0.65,Duke Krule,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noble Amulet 0.65 Duke Krule Nenhum.,noble amulet 0 65 duke krule nenhum,noble amulet 0 65 duke krule nenhum,noble amulet 0 65 duke krule,noble amulet 0 65 duke krule,nobl amulet 0 65 duk krul
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Omniphant Figurine,,,,,,,6.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omniphant Figurine 6.50 Ninguém. Nenhum.,omniphant figurine 6 50 ninguém nenhum,omniphant figurine 6 50 ninguém nenhum,omniphant figurine 6 50,omniphant figurine 6 50,omniphant figurin 6 50
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Onyx Chip,,,,,,,1.20,"Adult Goanna, Ancient Spawn of Morgathla, Blight Mariner, Broken Shaper, Crusader, Darkfang, Diremaw, Gazer Spectre, Ghulosh, Gloom Maw, Gorzindel, Iks Aucar, Iks Churrascan, Lokathmor, Mazzinor, Menacing Carnivor, Nibblemaw, Ogre Brute, Ogre Savage, Ogre Shaman, Pirat Mate, Razzagorn, Sharpclaw, Shulgrax, The Last Lore Keeper, The Source Of Corruption, Twisted Shaper, Young Goanna.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onyx Chip 1.20 Adult Goanna, Ancient Spawn of Morgathla, Blight Mariner, Broken Shaper, Crusader, Darkfang, Diremaw, Gazer Spectre, Ghulosh, Gloom Maw, Gorzindel, Iks Aucar, Iks Churrascan, Lokathmor, Mazzinor, Menacing Carnivor, Nibblemaw, Ogre Brute, Ogre Savage, Ogre Shaman, Pirat Mate, Razzagorn, Sharpclaw, Shulgrax, The Last Lore Keeper, The Source Of Corruption, Twisted Shaper, Young Goanna. Nenhum.",onyx chip 1 20 adult goanna ancient spawn of morgathla blight mariner broken shaper crusader darkfang diremaw gazer spectre ghulosh gloom maw gorzindel iks aucar iks churrascan lokathmor mazzinor menacing carnivor nibblemaw ogre brute ogre savage ogre shaman pirat mate razzagorn sharpclaw shulgrax the last lore keeper the source of corruption twisted shaper young goanna nenhum,onyx chip 1 20 adult goanna ancient spawn of morgathla blight mariner broken shaper crusader darkfang diremaw gazer spectre ghulosh gloom maw gorzindel iks aucar iks churrascan lokathmor mazzinor menacing carnivor nibblemaw ogre brute ogre savage ogre shaman pirat mate razzagorn sharpclaw shulgrax the last lore keeper the source of corruption twisted shaper young goanna nenhum,onyx chip 1 20 adult goanna ancient spawn of morgathla blight mariner broken shaper crusader darkfang diremaw gazer spectre ghulosh gloom maw gorzindel iks aucar iks churrascan lokathmor mazzinor menacing carnivor nibblemaw ogre brute ogre savage ogre shaman pirat mate razzagorn sharpclaw shulgrax the last lore keeper the source of corruption twisted shaper young goanna,onyxr chip 1 20 adult goanna ancient spawn of morgathla blight mariner broken shaper crusader darkfang diremaw gazer spectre ghulosh gloom maw gorzindel iks aucar iks churrascan lokathmor mazzinor menacing carnivor nibblemaw ogre brute ogre savage ogre shaman pirat mate razzagorn sharpclaw shulgrax the last lore keeper the source of corruption twisted shaper young goanna,onyx chip 1 20 adult goann ancient spawn of morgathl blight marin broken shap crusad darkfang diremaw gaz spectr ghulosh gloom maw gorzindel iks auc iks churrascan lokathmor mazzinor menacing carnivor nibblemaw ogre brut ogre savag ogre shaman pirat mat razzagorn sharpclaw shulgrax the last lor keep the sourc of corruption twisted shap young goann
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Opal,,,,,,,1.20,"Adult Goanna, Animated Ogre Savage, Black Sphinx Acolyte, Goldhanded Cultist Bride, Goldhanded Cultist, Hawk Hopper, Iks Ahpututu, Iks Aucar, Iks Churrascan, Iks Pututu, Menacing Carnivor, Ogre Brute, Ogre Savage, Ogre Shaman, Pooka, Razzagorn, Shadowpelt, Shulgrax, Stalking Stalk, Swan Maiden, Tropical Desolator.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Opal 1.20 Adult Goanna, Animated Ogre Savage, Black Sphinx Acolyte, Goldhanded Cultist Bride, Goldhanded Cultist, Hawk Hopper, Iks Ahpututu, Iks Aucar, Iks Churrascan, Iks Pututu, Menacing Carnivor, Ogre Brute, Ogre Savage, Ogre Shaman, Pooka, Razzagorn, Shadowpelt, Shulgrax, Stalking Stalk, Swan Maiden, Tropical Desolator. Nenhum.",opal 1 20 adult goanna animated ogre savage black sphinx acolyte goldhanded cultist bride goldhanded cultist hawk hopper iks ahpututu iks aucar iks churrascan iks pututu menacing carnivor ogre brute ogre savage ogre shaman pooka razzagorn shadowpelt shulgrax stalking stalk swan maiden tropical desolator nenhum,opal 1 20 adult goanna animated ogre savage black sphinx acolyte goldhanded cultist bride goldhanded cultist hawk hopper iks ahpututu iks aucar iks churrascan iks pututu menacing carnivor ogre brute ogre savage ogre shaman pooka razzagorn shadowpelt shulgrax stalking stalk swan maiden tropical desolator nenhum,opal 1 20 adult goanna animated ogre savage black sphinx acolyte goldhanded cultist bride goldhanded cultist hawk hopper iks ahpututu iks aucar iks churrascan iks pututu menacing carnivor ogre brute ogre savage ogre shaman pooka razzagorn shadowpelt shulgrax stalking stalk swan maiden tropical desolator,opal 1 20 adult goanna animated ogre savage black sphinx acolyte goldhanded cultist bride goldhanded cultist hawk hopper iks ahpututu iks aucar iks churrascan iks pututu menacing carnivor ogrer brute ogre savage ogre shaman pooka razzagorn shadowpelt shulgrax stalking stalk swan maiden tropical desolator,opal 1 20 adult goann animated ogre savag black sphinx acolyt goldhanded cultist brid goldhanded cultist hawk hopp iks ahpututu iks auc iks churrascan iks pututu menacing carnivor ogre brut ogre savag ogre shaman pook razzagorn shadowpelt shulgrax stalking stalk swan maiden tropical desolator
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Orichalcum Pearl,,,,,,,0.30,"Betrayed Wraith, Broken Shaper, Dark Torturer, Death Priest, Deepsea Blood Crab, Emerald Tortoise, Foam Stalker, Fury, Grim Reaper, Razzagorn, Twisted Shaper.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orichalcum Pearl 0.30 Betrayed Wraith, Broken Shaper, Dark Torturer, Death Priest, Deepsea Blood Crab, Emerald Tortoise, Foam Stalker, Fury, Grim Reaper, Razzagorn, Twisted Shaper. Nenhum.",orichalcum pearl 0 30 betrayed wraith broken shaper dark torturer death priest deepsea blood crab emerald tortoise foam stalker fury grim reaper razzagorn twisted shaper nenhum,orichalcum pearl 0 30 betrayed wraith broken shaper dark torturer death priest deepsea blood crab emerald tortoise foam stalker fury grim reaper razzagorn twisted shaper nenhum,orichalcum pearl 0 30 betrayed wraith broken shaper dark torturer death priest deepsea blood crab emerald tortoise foam stalker fury grim reaper razzagorn twisted shaper,orichalcum pearl 0 30 betrayed wraith broken shaper dark torturer death priest deepsea blood crab emerald tortoise foam stalker fury grim reaper razzagorn twisted shaper,orichalcum pearl 0 30 betrayed wraith broken shap dark tortur death priest deeps blood crab emerald tortois foam stalk fury grim reap razzagorn twisted shap
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Ornate Locket,,,,,,,6.50,"Izcandar the Banished, Maxxenius.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ornate Locket 6.50 Izcandar the Banished, Maxxenius. Nenhum.",ornate locket 6 50 izcandar the banished maxxenius nenhum,ornate locket 6 50 izcandar the banished maxxenius nenhum,ornate locket 6 50 izcandar the banished maxxenius,ornate locket 6 50 izcandar the banished maxxenius,ornat locket 6 50 izcand the banished maxxenius
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Percht Broom,,,,,,,8.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percht Broom 8.50 Ninguém. Nenhum.,percht broom 8 50 ninguém nenhum,percht broom 8 50 ninguém nenhum,percht broom 8 50,perchtr broom 8 50,percht broom 8 50
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Percht Handkerchief,,,,,,,5.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percht Handkerchief 5.00 Ninguém. Nenhum.,percht handkerchief 5 00 ninguém nenhum,percht handkerchief 5 00 ninguém nenhum,percht handkerchief 5 00,percht handkerchief 5 00,percht handkerchief 5 00
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Percht Queen's Frozen Heart,,,,,,,17.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Percht Queen's Frozen Heart 17.00 Ninguém. Nenhum.,percht queen s frozen heart 17 00 ninguém nenhum,percht queen s frozen heart 17 00 ninguém nenhum,percht queen s frozen heart 17 00,percht queen s frozen heart 17 00,percht queen s frozen heart 17 00
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Petrified Leaf,,,,,,,0.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrified Leaf 0.50 Ninguém. Nenhum.,petrified leaf 0 50 ninguém nenhum,petrified leaf 0 50 ninguém nenhum,petrified leaf 0 50,petrified leaf 0 50,petrified leaf 0 50
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Phoenix Charm,,,,,,,10.00,Ninguém.,,,,"Pode-se dar ""Use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phoenix Charm 10.00 Ninguém. Pode-se dar ""Use"".",phoenix charm 10 00 ninguém pode-se dar use,phoenix charm 10 00 ninguém pode-se dar use,phoenix charm 10 00 pode-se use,phoenix charm 10 00 poder se use,phoenix charm 10 00 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Phoenix Egg,,,,,,,0.30,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix Egg 0.30 Ninguém. Nenhum.,phoenix egg 0 30 ninguém nenhum,phoenix egg 0 30 ninguém nenhum,phoenix egg 0 30,phoenix egg 0 30,phoenix egg 0 30
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Plagueroot Offshoot,,,,,,,0.70,Plagueroot.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plagueroot Offshoot 0.70 Plagueroot. Nenhum.,plagueroot offshoot 0 70 plagueroot nenhum,plagueroot offshoot 0 70 plagueroot nenhum,plagueroot offshoot 0 70 plagueroot,plagueroot offshoot 0 70 plagueroot,plagueroot offshoot 0 70 plagueroot
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Platinum Coin,,,,,,,0.10,Várias Criaturas.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platinum Coin 0.10 Várias Criaturas. Nenhum.,platinum coin 0 10 várias criaturas nenhum,platinum coin 0 10 várias criaturas nenhum,platinum coin 0 10 várias criaturas,platinum coin 0 10 várias criatura,platinum coin 0 10 vár criatur
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Platinum Token,,,,,,,0.20,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platinum Token 0.20 Ninguém. Nenhum.,platinum token 0 20 ninguém nenhum,platinum token 0 20 ninguém nenhum,platinum token 0 20,platinum token 0 20,platinum token 0 20
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Pomegranate,,,,,,,1.00,"Alptramun, Izcandar the Banished, Maxxenius, Malofur Mangrinder, Plagueroot.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomegranate 1.00 Alptramun, Izcandar the Banished, Maxxenius, Malofur Mangrinder, Plagueroot. Nenhum.",pomegranate 1 00 alptramun izcandar the banished maxxenius malofur mangrinder plagueroot nenhum,pomegranate 1 00 alptramun izcandar the banished maxxenius malofur mangrinder plagueroot nenhum,pomegranate 1 00 alptramun izcandar the banished maxxenius malofur mangrinder plagueroot,pomegranate 1 00 alptramun izcandar the banished maxxenius malofur mangrinder plagueroot,pomegranat 1 00 alptramun izcand the banished maxxenius malofur mangrind plagueroot
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Portable Flame,,,,,,,0.15,Magma Bubble.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable Flame 0.15 Magma Bubble. Nenhum.,portable flame 0 15 magma bubble nenhum,portable flame 0 15 magma bubble nenhum,portable flame 0 15 magma bubble,portablar flame 0 15 magma bubble,portabl flam 0 15 magm bubbl
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Powerful Bash Scroll,,,,,,,2.50,Ninguém.,,,,Encanta um equipamento com o Imbuement Powerful de Bash (Skillboost de Clava).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powerful Bash Scroll 2.50 Ninguém. Encanta um equipamento com o Imbuement Powerful de Bash (Skillboost de Clava).,powerful bash scroll 2 50 ninguém encanta um equipamento com o imbuement powerful de bash skillboost de clava,powerful bash scroll 2 50 ninguém encanta um equipamento com o imbuement powerful de bash skillboost de clava,powerful bash scroll 2 50 encanta equipamento imbuement powerful bash skillboost clava,powerful bash scroll 2 50 encantar equipamento imbuement powerful bash skillboost clar,powerful bash scroll 2 50 encant equip imbuement powerful bash skillboost clav
tabela_1,https://www.tibiawiki.com.br/wiki/Valiosos,Powerful Blockade Scroll,,,,,,,2.50,Ninguém.,,,,Encanta um equipamento com o Imbuement Powerful de Blockade (Skillboost de Escudo).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powerful Blockade Scroll 2.50 Ninguém. Encanta um equipamento com o Imbuement Powerful de Blockade (Skillboost de Escudo).,powerful blockade scroll 2 50 ninguém encanta um equipamento com o imbuement powerful de blockade skillboost de escudo,powerful blockade scroll 2 50 ninguém encanta um equipamento com o imbuement powerful de blockade skillboost de escudo,powerful blockade scroll 2 50 encanta equipamento imbuement powerful blockade skillboost escudo,powerful blockader scroll 2 50 encantar equipamento imbuement powerful blockade skillboost escudo,powerful blockad scroll 2 50 encant equip imbuement powerful blockad skillboost escud
